Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
BRANT ROAD & SPRINGCLIFFE SURGERY,C83078,8850,53.1871919952712,-0.557287453631696,Evergreen Health,askmyGP,askmyGP
GLEBE PARK SURGERY,C83079,7345,53.246577837293,-0.509534393512412,Evergreen Health,askmyGP,askmyGP
THE HARROWBY LANE SURGERY,C83080,5833,52.920335550951,-0.614420740565092,Accurx,Accurx,Accurx
BIRCHWOOD MEDICAL PRACTICE,C83082,10786,53.2157492309303,-0.605376004694893,Accurx,Accurx,Accurx
THE NEW CONINGSBY SURGERY,C83083,7652,53.1048204360035,-0.174411908084322,Evergreen Health,,Evergreen Health
JAMES STREET FAMILY PRACTICE,C83085,13463,53.3691687111244,-0.0006260850445684,Accurx,Accurx,Accurx
THE BASSINGHAM SURGERY,C83611,7228,53.1266412782275,-0.63698726944788,Accurx,Accurx,Accurx
CAISTOR HEALTH CENTRE,C83613,5320,53.4942934947348,-0.315020234354848,Accurx,Accurx,Accurx
SUTTERTON SURGERY,C83614,3613,52.9017341114236,-0.0962585707667069,Accurx; SystmConnect,,Unknown
ABBEYVIEW SURGERY,C83617,9238,52.6745514432011,-0.165113800015014,Accurx,,Accurx
BRAYFORD MEDICAL PRACTICE,C83626,11027,53.2300014613987,-0.544777500257309,Accurx,,Accurx
TASBURGH LODGE SURGERY,C83634,5004,53.1512417270267,-0.213749983994212,Accurx,Accurx,Accurx
WOODHALL SPA NEW SURGERY,C83635,5339,53.1540947643872,-0.206781832877728,Evergreen Health,askmyGP,askmyGP
TRENT VALLEY SURGERY,C83641,4005,53.2720402717975,-0.67205715459143,Accurx,Accurx,Accurx
BINBROOK SURGERY,C83643,2381,53.4270744901629,-0.178801066055785,Accurx,,Accurx
MARKET CROSS SURGERY,C83649,5100,52.8099693450207,-0.514013542400128,Accurx; SystmConnect,SystmConnect,SystmConnect
THE WRAGBY SURGERY,C83650,4193,53.2881489047054,-0.301569243763788,Accurx,,Accurx
LARWOOD SURGERY,C84001,31332,53.3187745494657,-1.10423289165776,SystmConnect,SystmConnect,SystmConnect
ST ALBANS MEDICAL CENTRE,C84004,9763,53.0071154646026,-1.19303745137897,Evergreen Health,Evergreen Health,Evergreen Health
VILLAGE HEALTH GROUP,C84005,28149,52.8319292116301,-1.17626328853306,SystmConnect,SystmConnect,SystmConnect
TUXFORD MEDICAL CENTRE,C84008,6243,53.2315543471572,-0.89149177359791,Accurx,,Accurx
BARNBY GATE SURGERY,C84009,13645,53.074930758219,-0.804970259254219,Accurx,Accurx,Accurx
TRENTSIDE MEDICAL GROUP,C84010,18812,52.9630184395787,-1.0789972119729,SystmConnect,SystmConnect,SystmConnect
ELMSWOOD SURGERY,C84011,9027,52.9837513603186,-1.14159269399823,Accurx,Accurx,Accurx
WILLOWBROOK MEDICAL PRACTICE,C84012,11962,53.1227247755139,-1.26781688356755,Accurx,Accurx,Accurx
KINGFISHER FAMILY PRACTICE,C84013,15901,53.3259312734639,-0.954697873038465,Accurx,Accurx,Accurx
WOODLANDS MEDICAL PRACTICE,C84014,11798,53.1173304382476,-1.27947303708232,Accurx,Accurx,Accurx
OAKWOOD SURGERY,C84016,15856,53.1640147392796,-1.19308990076557,Rapid Health,Patchs,Patchs
BELVOIR HEALTH GROUP,C84017,26849,52.9525704311526,-0.954266858377794,SystmConnect,SystmConnect,SystmConnect
THE FAMILY MEDICAL CENTRE,C84018,12387,52.9578654933801,-1.12852891733161,SystmConnect,SystmConnect,SystmConnect
FOUNTAIN MEDICAL CENTRE,C84019,12274,53.0730722226984,-0.804305236833092,Accurx,Accurx,Accurx
CHURCHSIDE MEDICAL PRACTICE,C84020,6926,53.1469014732549,-1.20140971939626,Accurx,Accurx,Accurx
MIDDLETON LODGE PRACTICE,C84021,13083,53.2061114288512,-1.00703782809609,Accurx,Accurx,Accurx
THE UNIV OF NOTTINGHAM HEALTH SERV,C84023,40952,52.9421774033593,-1.19594228807239,Accurx,Accurx,Accurx
NEWGATE MEDICAL GROUP,C84024,29664,53.3010647796309,-1.12340530203549,Accurx,Accurx,Accurx
EAST BRIDGFORD MED CENTRE,C84025,8103,52.9791796046646,-0.961721701403794,Accurx,Accurx,Accurx
STENHOUSE MEDICAL CENTRE,C84026,12751,53.0049360359468,-1.1299807965994,SystmConnect,SystmConnect,SystmConnect
THE RUDDINGTON MED CENTRE,C84028,7714,52.8917238777228,-1.15137834897262,SystmConnect,SystmConnect,SystmConnect
LOMBARD MEDICAL CENTRE,C84029,22436,53.0743068896898,-0.810400180785871,SystmConnect,SystmConnect,SystmConnect
THE OAKS MEDICAL CENTRE,C84030,12025,52.928344692854,-1.21509127482194,SystmConnect,SystmConnect,SystmConnect
"EASTWOOD PRIMARY CARE CENTRE, CHURCH STREET SITE",C84032,17812,53.0160635353647,-1.30775319909611,SystmConnect,SystmConnect,SystmConnect
WESTDALE LANE SURGERY,C84033,9344,52.9725352998625,-1.08296396685071,SystmConnect,SystmConnect,SystmConnect
CHURCHFIELDS MEDICAL PRACTICE,C84034,8741,52.9790103769434,-1.17929297828522,Accurx,Accurx,Accurx
CROWN HOUSE SURGERY,C84035,11480,53.3258832874444,-0.954781774954535,Accurx,Accurx,Accurx
FOREST MEDICAL,C84036,18966,53.1500351446742,-1.20491033521705,Accurx,Accurx,Accurx
ABBEY MEDICAL GROUP,C84037,12658,53.1006200584861,-1.11913542630557,Accurx,Accurx,Accurx
DERBY ROAD HEALTH CENTRE,C84039,12185,52.9507048760094,-1.17703055252673,SystmConnect,SystmConnect,SystmConnect
SAXON CROSS SURGERY,C84042,7140,52.9303841476549,-1.27338849212536,Accurx,Accurx,Accurx
LEEN VIEW SURGERY,C84043,12632,52.9980512152227,-1.19658873277838,Accurx,Accurx,Accurx
DEER PARK FAMILY MEDICAL PRACTICE,C84044,10613,52.9492222753502,-1.23083213097668,Accurx,Accurx,Accurx
COLLINGHAM MEDICAL CENTRE,C84045,8036,53.1459101837552,-0.759098601333015,Accurx,SystmConnect,SystmConnect
CLIFTON MEDICAL PRACTICE,C84046,9136,52.9038640508671,-1.17625295792316,SystmConnect,SystmConnect,SystmConnect
THE CALVERTON PRACTICE,C84047,10629,53.0370652508747,-1.0810886618522,SystmConnect,SystmConnect,SystmConnect
SOUTHWELL MEDICAL CENTRE,C84049,12142,53.0813357129551,-0.955458874141525,SystmConnect,SystmConnect,SystmConnect
ORCHARD MEDICAL PRACTICE,C84051,19104,53.1411212433934,-1.20676419937126,Accurx,Accurx,Accurx
TORKARD HILL MEDICAL CTRE,C84053,16855,53.0319804340758,-1.20915543689126,Accurx,,Accurx
HIGHCROFT SURGERY,C84055,11215,53.0043425967014,-1.12874629205676,eConsult,eConsult,eConsult
PLEASLEY SURGERY,C84057,4400,53.174740294754,-1.24972650027071,Accurx,Accurx,Accurx
SHERWOOD MEDICAL PARTNERSHIP,C84059,13029,53.1574884051535,-1.13787762465017,Accurx,Accurx,Accurx
RIVERGREEN MEDICAL CENTRE,C84060,8570,52.9069309609366,-1.17516884947547,Accurx,Accurx,Accurx
KING'S MEDICAL CENTRE,C84061,9648,53.1235586197466,-1.2630955400712,Accurx,Accurx,Accurx
GREENDALE PRIMARY CARE CENTRE,C84063,8582,52.955435413871,-1.12080750681602,SystmConnect,SystmConnect,SystmConnect
PARKSIDE MEDICAL CENTRE,C84064,10564,52.9980512152227,-1.19658873277838,SystmConnect,,SystmConnect
ABBEY MEDICAL CENTRE,C84065,5172,52.9328181702008,-1.22005390428001,Accurx,Accurx,Accurx
DAYBROOK MEDICAL PRACTICE,C84066,10532,53.0017225727679,-1.13928427955639,SystmConnect,SystmConnect,SystmConnect
ASHFIELD HOUSE (ANNESLEY),C84067,5566,53.0763994612608,-1.25703425776322,Accurx,Accurx,Accurx
ROUNDWOOD SURGERY,C84069,13124,53.1473358721283,-1.20050455884261,Accurx,Accurx,Accurx
THE WELLSPRING SURGERY,C84072,10509,52.9627581167197,-1.13612872415145,Blinx,Patchs,Patchs
FAMILY MEDICAL CENTRE (KIRKBY),C84074,5354,53.107136043111,-1.23609987071048,SystmConnect,,SystmConnect
KIRKBY HEALTH CENTRE,C84076,4068,53.1003313884488,-1.24458420350329,Engage GP,Accurx,Accurx
BRIERLEY PARK MEDICAL GROUP,C84077,18844,53.1289042379676,-1.29681031449427,SystmConnect,SystmConnect,SystmConnect
HUCKNALL ROAD MEDICAL CENTRE,C84078,13068,52.9899716895358,-1.16810591665735,Accurx,Accurx,Accurx
THE MANOR SURGERY,C84080,13789,52.9250360081351,-1.2163708509185,SystmConnect,SystmConnect,SystmConnect
JOHN RYLE MEDICAL PRACTICE,C84081,6937,52.9038640508671,-1.17625295792316,Accurx,,Accurx
RADCLIFFE-ON-TRENT. HEALTH CENTRE,C84084,8553,52.9461390222102,-1.03822005762103,Accurx,,Accurx
VICTORIA AND MAPPERLEY PRACTICE,C84085,10807,52.9572115949809,-1.14619701600529,Accurx,Accurx,Accurx
ST GEORGES MED PRACTICE,C84086,15118,52.9307540212298,-1.13234636576518,SystmConnect,SystmConnect,SystmConnect
RAINWORTH HEALTH CENTRE,C84087,5625,53.1167354276492,-1.11880615239575,Accurx,Accurx,Accurx
MUSTERS MEDICAL PRACTICE,C84090,9300,52.9304764806962,-1.14490806694728,Rapid Health,Rapid Health,Rapid Health
ASPLEY MEDICAL CENTRE,C84091,8791,52.9721018287914,-1.20558645652686,Accurx,SystmConnect,SystmConnect
BRIDGEWAY PRACTICE,C84092,5278,52.9435737437495,-1.14734346335631,Accurx,Accurx,Accurx
RIVERSIDE HEALTH CENTRE,C84094,24262,53.3243348255437,-0.943319148435477,Anima,Anima,Anima
OAKENHALL MEDICAL PRACT,C84095,7072,53.0366168748333,-1.19943657289109,Accurx,Accurx,Accurx
BAWTRY AND BLYTH MEDICAL,C84101,3694,53.4318724590562,-1.01944979992866,Accurx,Accurx,Accurx
FAIRFIELDS PRACTICE,C84105,7408,52.9644953920079,-1.17194485520043,Accurx,Accurx,Accurx
MILLVIEW SURGERY,C84106,8237,53.1444562410979,-1.2027258766487,Accurx,Accurx,Accurx
THE LINDEN MEDICAL GROUP,C84107,6930,52.9303841476549,-1.27338849212536,SystmConnect,Accurx,Accurx
BRAMCOTE SURGERY,C84112,3809,52.9363236841974,-1.2464752842623,Accurx,Accurx,Accurx
MAJOR OAK MEDICAL PRACTICE,C84113,7429,53.1941973113276,-1.06477056567641,Accurx,Accurx,Accurx
PLAINS VIEW SURGERY,C84115,9934,52.9861304425849,-1.11903756240052,SystmConnect,SystmConnect,SystmConnect
MELBOURNE PARK MEDICAL CENTRE,C84116,8344,52.9757518890822,-1.19178989843269,Accurx,Accurx,Accurx
RADFORD MEDICAL PRACTICE (KAUR),C84117,20127,52.9563388063396,-1.16763488889058,Accurx,Accurx,Accurx
CHILWELL VALLEY AND MEADOWS PRACTICE,C84120,15777,52.9051764655559,-1.24319912997137,SystmConnect,SystmConnect,SystmConnect
WOLLATON PARK MEDICAL CENTRE,C84122,10842,52.9542226297193,-1.19451327715976,Accurx,Accurx,Accurx
BILSTHORPE SURGERY,C84123,4403,53.1421264646007,-1.03491572378007,Accurx,Accurx,Accurx
RISE PARK SURGERY,C84129,9801,53.0110285303413,-1.17507896563118,Accurx,Accurx,Accurx
NEWTHORPE MEDICAL PRACTICE,C84131,8647,53.0124953580462,-1.29864370743181,SystmConnect,SystmConnect,SystmConnect
ST. LUKE'S SURGERY,C84136,4827,52.9563388063396,-1.16763488889058,Accurx,,Accurx
LOWMOOR ROAD SURGERY,C84140,4953,53.100062025742,-1.24463372659292,Accurx,Accurx,Accurx
SELSTON SURGERY,C84142,5232,53.0705102010712,-1.30135847634237,SystmConnect,SystmConnect,SystmConnect
THE MEADOWS HEALTH CENTRE,C84144,5098,52.9435737437495,-1.14734346335631,Accurx,Accurx,Accurx
UNITY SURGERY,C84150,4872,52.9806240863653,-1.1039574477623,Accurx,Accurx,Accurx
THE MEDICAL CENTRE - ZULU ROAD,C84151,3551,52.9767264871282,-1.17272383554101,Accurx,Accurx,Accurx
CASTLE HEALTHCARE PRACTICE,C84605,17716,52.9304764806962,-1.14490806694728,Accurx,Accurx,Accurx
JUBILEE PARK MEDICAL PARTNERSHIP,C84613,12229,52.9677044995284,-1.0848529596616,SystmConnect,SystmConnect,SystmConnect
TUDOR HOUSE MEDICAL PRACTICE,C84619,6858,52.991012512573,-1.15002987085799,Accurx,Accurx,Accurx
WEST BRIDGFORD MEDICAL CENTRE,C84621,5325,52.9304094272159,-1.13193670041528,Accurx,Accurx,Accurx
HAMA MEDICAL CENTRE,C84624,5682,52.9965917328411,-1.25263826235643,Rapid Health,Rapid Health,Rapid Health
SHERWOOD RISE MEDICAL CENTRE,C84628,8021,52.9732098283076,-1.16092236639332,Accurx,Accurx,Accurx
"HEALTH CARE COMPLEX, KIRKBY",C84629,4324,53.100062025742,-1.24463372659292,SystmConnect,SystmConnect,SystmConnect
SANDY LANE SURGERY,C84637,9723,53.1455414843163,-1.18116121363543,Accurx,Accurx,Accurx
THE IVY MEDICAL GROUP,C84646,6375,52.9872783859964,-1.03971995480733,Accurx,Accurx,Accurx
JACKSDALE MEDICAL CENTRE,C84654,4599,53.0589812424378,-1.3366690074827,Accurx,,Accurx
HILL VIEW SURGERY,C84656,8650,53.1189782760733,-1.10764241375959,Accurx,Accurx,Accurx
MEDEN MEDICAL SERVICES,C84658,10465,53.2072234206392,-1.15263120421314,Rapid Health,Patchs,Patchs
HOUNSFIELD SURGERY,C84660,4524,53.1834434731279,-0.812192330907927,Accurx,Accurx,Accurx
WELBECK SURGERY,C84664,5032,52.9796250737661,-1.14782560635827,Accurx,Accurx,Accurx
GILTBROOK SURGERY,C84667,6101,53.0063034195936,-1.28235088308871,SystmConnect,SystmConnect,SystmConnect
GREENFIELDS MEDICAL PRACTICE,C84676,8390,52.965943869574,-1.16953492842394,Accurx,Accurx,Accurx
ACORN MEDICAL PRACTICE,C84679,4470,53.1469893763897,-1.20245470242402,Accurx,,Accurx
SHERRINGTON PARK MEDICAL PRACTICE,C84682,5056,52.9742054263552,-1.15047871949313,Accurx,Accurx,Accurx
THE WINDMILL PRACTICE,C84683,11436,52.9516354307762,-1.13463757568636,Blinx,Patchs,Patchs
HIGH GREEN MEDICAL PRACTICE,C84691,9017,52.9644953920079,-1.17194485520043,Accurx,Accurx,Accurx
NORTH LEVERTON SURGERY,C84692,2703,53.3321677402029,-0.821760653022964,Accurx,Accurx,Accurx
BAKERSFIELD MEDICAL CENTRE,C84693,5194,52.9603377095059,-1.1031560413837,Accurx,,Accurx
LIME TREE SURGERY,C84694,4694,52.9822451632994,-1.19619674406256,Accurx,,Accurx
THE ALICE MEDICAL CENTRE,C84695,4517,52.9945310861761,-1.16247606771466,Accurx,Accurx,Accurx
WEST OAK SURGERY,C84696,4871,52.9812652152595,-1.1067294462146,SystmConnect,SystmConnect,SystmConnect
THE GAMSTON MEDICAL CTR.,C84703,6917,52.9242515191089,-1.10049541552034,Accurx,Accurx,Accurx
JRB HEALTHCARE BEECHDALE SURGERY,C84704,8193,52.961529181528,-1.19955839987599,Accurx,Accurx,Accurx
HICKINGS LANE MEDICAL CTR,C84705,8048,52.9374662684099,-1.26529255994594,Evergreen Health,Evergreen Health,Evergreen Health
SUNRISE MEDICAL PRACTICE,C84714,6117,52.9116157379001,-1.1831545365556,Accurx,Accurx,Accurx
Notspar,C84720,30,52.9477643999284,-1.14255809315476,,,Unknown
GOLDTHORPE MEDICAL CENTRE PMS PRACTICE,C85001,4452,53.528013272661,-1.31018283157827,Accurx,,Accurx
ASHVILLE MEDICAL CENTRE PMS PRACTICE,C85003,13258,53.5428976831289,-1.45804956325622,Accurx; SystmConnect,SystmConnect,SystmConnect
PENISTONE GROUP PMS PRACTICE,C85004,16298,53.5245708585393,-1.63048213053091,Accurx,Accurx,Accurx
ROYSTON GROUP PRACTICE,C85005,7305,53.6004949661351,-1.45005964630353,Accurx,Accurx,Accurx
WOODLAND DRIVE MEDICAL CENTRE,C85006,5613,53.5485282622908,-1.50705014686798,Accurx,,Accurx
THE DOVE VALLEY PMS PRACTICE,C85007,10476,53.5291444706037,-1.46018635966885,Accurx,Accurx,Accurx
WALDERSLADE SURGERY,C85008,12834,53.4998235864534,-1.43772405189371,Accurx,Accurx,Accurx
THE KAKOTY PRACTICE,C85009,7518,53.5463459449575,-1.47341423585268,Accurx,Accurx,Accurx
HILL BROW SURGERY PMS PRACTICE,C85010,16667,53.5866874982029,-1.50975698220384,Accurx,Accurx,Accurx
WOMBWELL GMS PRACTICE,C85013,11033,53.5218016781334,-1.39610555197021,Accurx,Accurx,Accurx
THE ROSE TREE PMS PRACTICE,C85014,9790,53.5778487710612,-1.4168398577306,Accurx,Accurx,Accurx
GARLAND HOUSE SURGERY,C85016,10808,53.5340046815916,-1.37287447300612,Accurx,Accurx,Accurx
BURLEIGH MEDICAL CENTRE,C85017,11736,53.5498606496537,-1.47756648607323,Accurx,Accurx,Accurx
GRIMETHORPE SURGERY,C85018,7364,53.5739507899252,-1.37893214266346,Accurx,Accurx,Accurx
THE GROVE MEDICAL PRACTICE,C85019,11408,53.5465521033116,-1.48568134101799,Accurx,Accurx,Accurx
HUDDERSFIELD ROAD SURGERY,C85020,12099,53.5579937815668,-1.48554265455478,Accurx,Accurx,Accurx
HOYLAND MEDICAL PRACTICE,C85022,13174,53.5001819046318,-1.43880323390525,Accurx,Accurx,Accurx
HOLLYGREEN PRACTICE,C85023,11465,53.528013272661,-1.31018283157827,Accurx,Accurx,Accurx
HIGH STREET PRACTICE,C85024,6285,53.5982493406416,-1.46025801185443,Accurx,Accurx,Accurx
LUNDWOOD MEDICAL CENTRE PMS PRACTICE,C85028,3688,53.557710574665,-1.43853770601699,Accurx,,Accurx
WOMBWELL MEDICAL CENTRE PRACTICE,C85030,10074,53.5218496710988,-1.39876311821421,Accurx,Accurx,Accurx
VICTORIA MEDICAL CENTRE PMS PRACTICE,C85033,11127,53.5560501305016,-1.49134768596182,Accurx,Accurx,Accurx
DARTON HEALTH CENTRE PRACTICE,C85614,4624,53.5858541535129,-1.53058242255662,Accurx,Accurx,Accurx
ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,C85619,8709,53.579059888442,-1.48282520307307,Accurx,Accurx,Accurx
MONK BRETTON HEALTH CENTRE PRACTICE,C85622,2295,53.5662885081111,-1.45254524117033,Accurx,,Accurx
KINGSWELL SURGERY PMS PRACTICE,C85623,5736,53.5254108499032,-1.62932721694687,Accurx,Accurx,Accurx
GREAT NORTH MEDICAL GROUP,C86001,16706,53.5833739278133,-1.18545944466387,Accurx,Accurx,Accurx
THE RANSOME PRACTICE,C86002,8265,53.5510201066722,-1.14852482094905,Accurx,,Accurx
HATFIELD HEALTH CENTRE,C86003,9753,53.5747933235664,-1.00844459469224,Accurx,Accurx,Accurx
MEXBOROUGH HEALTH CENTRE,C86005,4710,53.4942407588752,-1.27979945843216,Accurx,Accurx,Accurx
REGENT SQUARE GROUP PRACTICE,C86006,10399,53.5223379653579,-1.12638682576852,Accurx,Accurx,Accurx
THE BURNS PRACTICE,C86007,19434,53.5209259545366,-1.12382158187313,Accurx,,Accurx
THE MAYFLOWER MEDICAL PRACTICE,C86009,7449,53.4318724590562,-1.01944979992866,Accurx,Accurx,Accurx
MOUNT GROUP PRACTICE,C86011,14016,53.5258948652852,-1.12234634765645,Accurx,Accurx,Accurx
THE OAKWOOD SURGERY,C86012,5508,53.506608569971,-1.07393719307205,Accurx,Accurx,Accurx
THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,8650,53.4330454697893,-1.11077336072192,Accurx,Accurx,Accurx
THE ROSSINGTON PRACTICE,C86015,8300,53.4752365009047,-1.07725691039104,Accurx,Accurx,Accurx
THE LAKESIDE PRACTICE,C86016,9151,53.615355759341,-1.14936537070372,Accurx,Accurx,Accurx
KINGTHORNE GROUP PRACTICE,C86017,15784,53.5259373411559,-1.12323547549168,Accurx,Accurx,Accurx
NORTHFIELD SURGERY,C86018,9915,53.6141495044202,-0.965496438660307,Accurx,Accurx,Accurx
THE SCOTT PRACTICE,C86019,16634,53.5070577512912,-1.1514290909763,Accurx,Accurx,Accurx
ST. JOHNS GROUP PRACTICE,C86020,8653,53.507052400196,-1.15194185327788,Accurx,Accurx,Accurx
WHITE HOUSE FARM MEDICAL CENTRE,C86021,6226,53.5364299425415,-1.05856023564572,Accurx,Accurx,Accurx
DON VALLEY HEALTHCARE,C86023,13910,53.546546147622,-1.1465496875544,Accurx,Accurx,Accurx
CONISBROUGH GROUP PRACTICE,C86024,12004,53.4822780381834,-1.23756759039634,Accurx,Accurx,Accurx
FRANCES STREET MEDICAL CENTRE,C86025,6537,53.5240122124131,-1.13041002341067,Accurx,Accurx,Accurx
EDLINGTON HEALTH CENTRE PRACTICE,C86026,4997,53.4813508001744,-1.19261178027606,Accurx,Accurx,Accurx
ST VINCENT MEDICAL CENTRE,C86029,13922,53.5254801126544,-1.12402403884806,Accurx,Accurx,Accurx
SCAWSBY HEALTH CENTRE PRACTICE,C86032,5488,53.5365873892341,-1.16704406645296,Accurx,Accurx,Accurx
THE NAYAR PRACTICE,C86033,5163,53.4813508001744,-1.19261178027606,Accurx,Accurx,Accurx
THE NEW SURGERY,C86034,10021,53.4941651824483,-1.28038468183224,Accurx,Accurx,Accurx
FIELD ROAD SURGERY,C86037,9305,53.6003877636633,-1.03084511189932,Accurx,,Accurx
PETERSGATE MEDICAL CENTRE,C86038,9510,53.5432129746477,-1.16460512431752,Accurx,Accurx,Accurx
ASKERN MEDICAL PRACTICE,C86605,7818,53.6154947471102,-1.14891361097874,Accurx,Patchs,Patchs
ASA MEDICAL GROUP,C86609,20077,53.5394850409241,-1.06185748429662,Accurx,Accurx,Accurx
DUNSVILLE MEDICAL CENTRE,C86611,6976,53.5623748882939,-1.02864915429421,Accurx,Accurx,Accurx
THORNE MOOR MEDICAL PRACTICE,C86614,9699,53.6142068049807,-0.965501387107887,Accurx,Accurx,Accurx
DENABY MEDICAL PRACTICE,C86616,3745,53.4909128782699,-1.24651101223956,Accurx,Patchs,Patchs
WEST END CLINIC,C86621,4520,53.4803321244474,-1.0841382569542,Accurx,,Accurx
CONISBROUGH MEDICAL PRACTICE,C86625,1720,53.48228154602,-1.2376525179431,Accurx,,Accurx
PARK VIEW SURGERY,C86626,2783,53.5220745539896,-1.16115958467888,Accurx,Accurx,Accurx
DINNINGTON GROUP PRACTICE,C87002,21143,53.3573074410898,-1.22317596446818,Accurx,Accurx,Accurx
WOODSTOCK BOWER GROUP PRACTICE,C87003,11354,53.4304045282098,-1.37372841429212,Accurx,Accurx,Accurx
KIVETON PARK MEDICAL PRACTICE,C87004,12033,53.3392843907249,-1.27012163558688,Accurx,Accurx,Accurx
ST ANN'S MEDICAL CENTRE,C87005,19005,53.429997265421,-1.35243131828629,Accurx,Accurx,Accurx
THE MAGNA GROUP PRACTICE,C87006,15190,53.47705184774,-1.30735732002006,Accurx,Accurx,Accurx
STAG MEDICAL CENTRE,C87007,11690,53.4182844527271,-1.32092129620186,Accurx; SystmConnect,,Unknown
SWALLOWNEST HEALTH CENTRE,C87008,16141,53.3630274501789,-1.31607140394891,Accurx,Accurx,Accurx
BRINSWORTH MEDICAL CENTRE,C87009,10721,53.4078371428884,-1.38068717609231,Accurx,Accurx,Accurx
YORK ROAD SURGERY,C87010,4724,53.4355386269526,-1.348137209298,Accurx,,Accurx
BROOM LANE MEDICAL CENTRE,C87012,15600,53.4177828414689,-1.33304157582663,Accurx,Accurx,Accurx
PARKGATE MEDICAL CENTRE,C87013,6535,53.4557365141924,-1.34341073637537,Accurx,Accurx,Accurx
TREETON MEDICAL CENTRE,C87014,9582,53.3848284737296,-1.35514316862948,Anima,Anima,Anima
WICKERSLEY HEALTH CENTRE,C87015,6795,53.4225723842182,-1.28013300294912,,Anima,Anima
MORTHEN ROAD SURGERY,C87016,12263,53.4211476707785,-1.28087934179493,Anima,Anima,Anima
CLIFTON MEDICAL CENTRE,C87017,12853,53.429997265421,-1.35243131828629,Accurx,Accurx,Accurx
HIGH STREET SURGERY,C87018,7710,53.4596242696058,-1.34403079113252,Accurx,Accurx,Accurx
GREENSIDE SURGERY,C87020,5109,53.4531571519925,-1.36882714342977,Accurx,Accurx,Accurx
VILLAGE SURGERY,C87022,8614,53.3944013928564,-1.25229148373085,Accurx,Accurx,Accurx
RAWMARSH HEALTH CENTRE,C87024,4287,53.4572475519746,-1.3383172487568,Accurx,Accurx,Accurx
MARKET SURGERY,C87029,12587,53.5026350545075,-1.3459581344047,Accurx,,Accurx
CROWN STREET SURGERY,C87030,9406,53.4878103385407,-1.31500403085218,Accurx,Accurx,Accurx
DR RAOLU'S PRACTICE,C87031,3940,53.4231041766854,-1.2050555108696,Accurx; Anima,Anima,Anima
GREASBROUGH MEDICAL CENTRE,C87603,4068,53.4528696012916,-1.37277075733531,Accurx,Accurx,Accurx
THORPE HESLEY SURGERY,C87604,5957,53.4586290661112,-1.43260083697829,Accurx,,Accurx
SHAKESPEARE ROAD SURGERY,C87608,5858,53.4393253298286,-1.34215827026015,Accurx,Accurx,Accurx
BLYTH ROAD MEDICAL CENTRE,C87616,6412,53.4223052127592,-1.20400967320626,Anima,Patchs,Patchs
MANOR FIELD SURGERY,C87620,7140,53.4235286408176,-1.20434197253311,Anima,Anima,Anima
GATEWAY PRIMARY CARE,C87622,10218,53.429997265421,-1.35243131828629,Accurx,Accurx,Accurx
WALKLEY HOUSE & STANNINGTON M.C,C88005,15847,53.3926764465774,-1.50110784557782,SystmConnect,SystmConnect,SystmConnect
NORFOLK PARK HEALTH CENTRE,C88006,6027,53.363606380159,-1.44843359672963,Accurx,Accurx,Accurx
PORTER BROOK MEDICAL CENTRE,C88007,26807,53.3704929080596,-1.48359512682138,SystmConnect,SystmConnect,SystmConnect
FORGE HEALTH GROUP,C88008,14080,53.3984340454274,-1.4653851921089,Accurx,Accurx,Accurx
FOXHILL MEDICAL CENTRE,C88009,6194,53.4290569680678,-1.49968767447774,Accurx,Accurx,Accurx
CHAPELGREEN PRACTICE,C88010,14178,53.4615306157937,-1.47962993226886,Accurx,Accurx,Accurx
BUCHANAN ROAD SURGERY,C88011,4765,53.4231939451102,-1.47194079304483,Anima,Anima,Anima
NORWOOD MEDICAL CENTRE,C88014,9653,53.4130839466743,-1.469864346011,Accurx,Accurx,Accurx
MEADOWGREEN HEALTH CENTRE,C88015,18891,53.3232607299388,-1.46403291594345,Accurx,Accurx,Accurx
CARTERKNOWLE & DORE MEDICAL PRACTICE,C88016,13609,53.3540505042917,-1.48622778195572,Accurx,Accurx,Accurx
TRAMWAYS MEDICAL CENTRE (O'CONNELL),C88018,8824,53.402341116031,-1.50379965584949,Accurx,,Accurx
GLEADLESS MEDICAL CENTRE,C88019,8645,53.3565302737556,-1.45132280670335,Accurx,Accurx,Accurx
WHITE HOUSE SURGERY,C88020,7710,53.3683572484716,-1.42041130297813,Accurx,Accurx,Accurx
FAR LANE MEDICAL CENTRE,C88021,7491,53.4098207463117,-1.50777647830743,Accurx,Accurx,Accurx
STONECROFT MEDICAL CENTRE,C88022,5257,53.3457740124633,-1.42554864387418,Accurx,Accurx,Accurx
SOTHALL & BEIGHTON HEALTH CENTRES,C88023,9559,53.3385675331372,-1.34025259210228,Anima,Anima,Anima
BIRLEY HEALTH CENTRE,C88025,9305,53.3407571014745,-1.40189738671805,Accurx,Accurx,Accurx
SLOAN MEDICAL CENTRE,C88026,13912,53.3583748259946,-1.47621885539491,Accurx,Accurx,Accurx
UPWELL STREET SURGERY,C88027,5146,53.4068670591499,-1.43524501862238,Accurx,Accurx,Accurx
