Practice name,Practice Code,Practice Population,Lat,Lon,NHSE OC Provider,Manual OC Provider,Most likely OC Provider
CHOPWELL PRIMARY HEALTHCARE CENTRE,A85024,2567,54.9193180171928,-1.81366275857616,eConsult,eConsult,eConsult
BEACON VIEW MEDICAL CENTRE,A85026,5818,54.9338036946955,-1.58461563696325,eConsult,eConsult,eConsult
PELAW MEDICAL PRACTICE,A85611,5694,54.9545138311435,-1.54116505179014,eConsult,,eConsult
THE BRIDGES MEDICAL PRACTICE,A85614,8378,54.9630549156764,-1.60371166624311,eConsult,eConsult,eConsult
HOLLYHURST MEDICAL CENTRE,A85616,5084,54.9551727924844,-1.72360238258941,eConsult,eConsult,eConsult
SUNNISIDE SURGERY,A85617,3933,54.9229717794205,-1.67504978072806,eConsult,eConsult,eConsult
SAVILLE MEDICAL GROUP,A86003,42186,54.9761662839108,-1.60939443797902,eConsult,eConsult,eConsult
PROSPECT MEDICAL CENTRE,A86004,14064,54.9741849981073,-1.64618856196215,eConsult,eConsult,eConsult
WEST FARM SURGERY,A86005,5961,55.0123479726596,-1.58322614677318,SystmConnect,,SystmConnect
ROSEWORTH SURGERY,A86006,5733,55.0013661515099,-1.61867023654743,eConsult,eConsult,eConsult
PARK MEDICAL GROUP,A86008,13261,55.0145298680144,-1.64506743927083,eConsult,eConsult,eConsult
BIDDLESTONE HEALTH GROUP,A86010,10742,54.9895567102232,-1.57738277519992,SystmConnect,SystmConnect,SystmConnect
WALKER MEDICAL GROUP,A86011,10785,54.9724387810594,-1.54522556493789,SystmConnect,SystmConnect,SystmConnect
WEST ROAD MEDICAL CENTRE,A86012,12382,54.9762996856773,-1.65662184622454,eConsult,eConsult,eConsult
DENTON PARK MEDICAL GROUP,A86013,7531,54.9931075595937,-1.69872534754692,eConsult,,eConsult
LANE END SURGERY,A86016,9397,55.0084925746761,-1.57791870071739,eConsult,eConsult,eConsult
CRUDDAS PARK SURGERY,A86017,11753,54.9677460329465,-1.63243721205108,eConsult,,eConsult
THE GROVE MEDICAL GROUP,A86018,13133,55.0021762084191,-1.61908465460581,SystmConnect,SystmConnect,SystmConnect
JESMOND HEALTH PARTNERSHIP,A86020,27312,54.9963849076755,-1.6092607246444,Evergreen Health,askmyGP,askmyGP
HOLMSIDE MEDICAL GROUP,A86021,9994,54.9689209762587,-1.65946514721616,eConsult,eConsult,eConsult
PARKWAY MEDICAL GROUP,A86022,8495,54.9958781276755,-1.71655532491279,eConsult; SystmConnect,SystmConnect,SystmConnect
BENFIELD PARK MEDICAL GROUP,A86023,10385,54.989366157086,-1.56161588273482,SystmConnect,SystmConnect,SystmConnect
HEATON ROAD SURGERY,A86024,6941,54.9781433227381,-1.57973679169427,eConsult,eConsult,eConsult
WESTERHOPE MEDICAL GROUP,A86025,13687,54.997966914022,-1.68716855056625,,Archvale,Archvale
THROCKLEY PRIMARY CARE CENTRE,A86026,7689,54.9929957957382,-1.75732140268679,eConsult,eConsult,eConsult
NEWCASTLE MEDICAL CENTRE,A86027,22083,54.9749253236695,-1.61476502709003,eConsult,eConsult,eConsult
REGENT MEDICAL CENTRE,A86028,7964,55.0098160877286,-1.62248352945044,eConsult; SystmConnect,SystmConnect,SystmConnect
THORNFIELD MEDICAL GROUP,A86029,20145,54.9775001838444,-1.58347754994773,SystmConnect,SystmConnect,SystmConnect
BETTS AVENUE MEDICAL GROUP,A86030,10553,54.9730402915133,-1.67391176633526,eConsult,eConsult,eConsult
FENHAM HALL SURGERY,A86031,10900,54.9844200362834,-1.66189677510936,eConsult,eConsult,eConsult
BRUNTON PARK,A86033,7971,55.0269670077535,-1.62710916810409,eConsult,eConsult,eConsult
ELSWICK FAMILY PRACTICE,A86037,8513,54.9693156095062,-1.64045178120882,eConsult,eConsult,eConsult
NEWBURN SURGERY,A86038,6275,54.9859043902957,-1.74353442388237,eConsult,eConsult,eConsult
ST. ANTHONY'S HEALTH CENTRE,A86040,6603,54.9663604724684,-1.5564307676622,Accurx,Accurx,Accurx
SWARLAND AVENUE SURGERY,A86041,6694,55.0063652990791,-1.57862895689127,eConsult,eConsult,eConsult
DENTON TURRET MEDICAL CENTRE,A86601,8991,54.9836227918495,-1.68634244617743,eConsult,eConsult,eConsult
SPRING TERRACE HEALTH CENTRE,A87002,21417,55.0109414396806,-1.45067305210053,SystmConnect,SystmConnect,SystmConnect
COLLINGWOOD HEALTH GROUP,A87004,24399,55.0111145253476,-1.45720686437012,eConsult,eConsult,eConsult
WHITLEY BAY HEALTH CENTRE,A87005,13804,55.0414099748391,-1.43995963332303,eConsult,eConsult,eConsult
STEPHENSON PARK HEALTH GROUP,A87007,17676,55.0209648176768,-1.56749629395725,eConsult,,eConsult
MARINE AVENUE MEDICAL CTR,A87008,9216,55.043404853688,-1.45781904213658,eConsult,eConsult,eConsult
PRIORY MEDICAL GROUP,A87009,15446,55.0098710093149,-1.45043749454277,eConsult,eConsult,eConsult
BEAUMONT PARK SURGERY,A87011,6231,55.0475734227489,-1.47397717172956,eConsult,,eConsult
WIDEOPEN MEDICAL CENTRE,A87012,7395,55.0485352018832,-1.6246395166528,eConsult,eConsult,eConsult
BEWICKE MEDICAL CENTRE,A87013,9345,54.9964514135263,-1.50063882626316,eConsult,eConsult,eConsult
THE VILLAGE GREEN SURGERY,A87016,12860,54.9963086076213,-1.52927795680874,eConsult,eConsult,eConsult
WOODLANDS PARK HEALTH CTR,A87017,6891,55.0454402185976,-1.62928519749794,eConsult,Patchs,Patchs
BRIDGE AND MONKSEATON MEDICAL PRACTICE,A87020,13306,55.0367565391348,-1.47281575951948,eConsult,,eConsult
NORTHUMBERLAND PARK MEDICAL GROUP,A87022,9644,55.0375104878126,-1.50626438915067,eConsult,,eConsult
HADRIAN HEALTH CENTRE,A87029,21253,54.9914021674247,-1.53790132340699,eConsult,eConsult,eConsult
REDBURN PARK MEDICAL CENTRE,A87030,6304,55.0009202702489,-1.4747750188362,eConsult,eConsult,eConsult
WELLSPRING MEDICAL PRACT.,A87612,6560,55.037289497954,-1.56406601811167,eConsult,eConsult,eConsult
MALLARD MEDICAL PRACTICE,A87615,5593,55.037289497954,-1.56406601811167,eConsult,eConsult,eConsult
VICTORIA MEDICAL CENTRE,A88001,3636,54.9746627736571,-1.52061054603313,eConsult,,eConsult
FARNHAM MEDICAL CTR.,A88002,16548,54.9757422044526,-1.43693643188074,eConsult,eConsult,eConsult
MARSDEN MEDICAL GROUP,A88003,22599,54.9804639259056,-1.40013623664678,eConsult,eConsult,eConsult
MAYFIELD MEDICAL GROUP,A88004,8981,54.9778811467096,-1.49644904248321,eConsult,,eConsult
WENLOCK ROAD SURGERY,A88005,4453,54.9720356308416,-1.45476034080375,eConsult,eConsult,eConsult
TALBOT MEDICAL CENTRE,A88006,7733,54.9730545261417,-1.44066815274324,eConsult,eConsult,eConsult
TRINITY MEDICAL CENTRE,A88008,6305,54.9876933208234,-1.43678486009078,eConsult,eConsult,eConsult
DR THORNILEY-WALKER & PARTNERS,A88009,5869,54.9498801135633,-1.45885939509089,eConsult,eConsult,eConsult
ALBERT ROAD SURGERY,A88010,3633,54.9781042814699,-1.49175907504259,eConsult,eConsult,eConsult
ELLISON VIEW SURGERY,A88012,6044,54.9746627736571,-1.52061054603313,eConsult,eConsult,eConsult
CENTRAL SURGERY,A88013,19363,54.9712944344794,-1.41529511987003,eConsult,eConsult,eConsult
WEST VIEW SURGERY,A88014,2812,54.985333276767,-1.43170792910228,eConsult,,eConsult
ST GEORGE & RIVERSIDE MEDICAL PRACTICE,A88015,7364,54.9874509228091,-1.43683513525226,eConsult,,eConsult
COLLIERY COURT MEDICAL GROUP,A88016,8366,54.9498801135633,-1.45885939509089,eConsult; Silicon Health FootFall,Silicon Health FootFall,Silicon Health FootFall
THE GLEN MEDICAL GROUP,A88022,11163,54.9746627736571,-1.52061054603313,eConsult,eConsult,eConsult
WHITBURN SURGERY,A88023,5299,54.9527945433092,-1.3646667777715,eConsult,eConsult,eConsult
THE G.P.SUITE,A88025,4279,54.9806573013348,-1.49197684222871,eConsult,,eConsult
IMEARY MEDICAL GROUP,A88601,4482,54.985333276767,-1.43170792910228,eConsult,,eConsult
RAVENSWORTH SURGERY,A88608,6014,54.9874059816616,-1.42150509684322,eConsult,eConsult,eConsult
EAST WING PRACTICE,A88613,4154,54.9806573013348,-1.49197684222871,eConsult,,eConsult
DEERNESS PARK MEDICAL GROUP,A89001,13650,54.8999422689703,-1.37274986409617,eConsult,eConsult,eConsult
RIVERVIEW SURGERY,A89002,6789,54.9055164164089,-1.37324029633736,eConsult,,eConsult
HETTON GROUP PRACTICE,A89004,11896,54.8253469304057,-1.44911601874288,eConsult,eConsult,eConsult
VILLETTE SURGERY,A89005,5860,54.8974634097865,-1.36842301268457,eConsult,eConsult,eConsult
WEARSIDE MEDICAL PRACTICE - PALLION,A89006,7941,54.9041779713756,-1.41033409214588,eConsult,eConsult,eConsult
PALLION FAMILY PRACTICE,A89007,10012,54.9041779713756,-1.41033409214588,eConsult,eConsult,eConsult
RED HOUSE MEDICAL CENTRE,A89008,5419,54.92629818925,-1.42330247593136,eConsult,eConsult,eConsult
HERRINGTON MEDICAL CENTRE,A89009,9849,54.8656849292804,-1.48332646939364,eConsult,eConsult,eConsult
THE STEPHENSON MEDICAL PRACTICE,A89010,12117,54.9134105717813,-1.52486372214155,eConsult,eConsult,eConsult
VILLAGE SURGERY PARTNERSHIP,A89011,4858,54.8709540689349,-1.40721653179392,eConsult,,eConsult
GALLERIES MEDICAL PRACTICE,A89012,11676,54.8988144583516,-1.53124156768464,eConsult,,eConsult
THE NEW CITY MEDICAL GROUP,A89013,5595,54.9044283262482,-1.37659462548968,eConsult,,eConsult
"FULWELL MEDICAL CENTRE,",A89015,9168,54.9304858297152,-1.38301151050132,eConsult,eConsult,eConsult
ST BEDE MEDICAL CENTRE,A89016,9291,54.9138362154468,-1.37816519522923,eConsult,eConsult,eConsult
MILLFIELD MEDICAL GROUP,A89017,14279,54.9065335759417,-1.40029966271442,eConsult,eConsult,eConsult
ASHBURN MEDICAL CENTRE,A89018,5173,54.9055164164089,-1.37324029633736,eConsult,eConsult,eConsult
BRIDGE VIEW MEDICAL GROUP,A89019,14695,54.9194546116175,-1.40182375536269,eConsult,eConsult,eConsult
FORGE MEDICAL PRACTICE,A89020,8521,54.9094099890911,-1.41148704003341,eConsult,,eConsult
KEPIER MEDICAL PRACTICE,A89021,8519,54.8454128662721,-1.47945863511709,eConsult,eConsult,eConsult
CONCORD MEDICAL PRACTICE,A89022,5209,54.9134105717813,-1.52486372214155,eConsult,eConsult,eConsult
"HOUGHTON MEDICAL GROUP,",A89023,8415,54.8413140103381,-1.46884519427858,eConsult,eConsult,eConsult
THE BROADWAY MEDICAL PRACTICE,A89024,7988,54.8902392457688,-1.42218050883208,eConsult,eConsult,eConsult
SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,A89025,9861,54.8988048433272,-1.53124167929858,Klinik,Klinik,Klinik
NEW WASHINGTON MEDICAL GROUP,A89026,7162,54.9134105717813,-1.52486372214155,eConsult,eConsult,eConsult
SPRINGWELL MEDICAL GROUP,A89027,6369,54.8902392457688,-1.42218050883208,eConsult,eConsult,eConsult
GRANGEWOOD SURGERY,A89028,7529,54.8664234753832,-1.49874193456542,eConsult,eConsult,eConsult
WESTBOURNE MEDICAL GROUP,A89030,6609,54.8670851801977,-1.49577334754711,eConsult,eConsult,eConsult
HYLTON MEDICAL GROUP,A89031,7396,54.9041779713756,-1.41033409214588,eConsult,,eConsult
NEW SILKSWORTH MEDICAL PRACTICE,A89032,9188,54.8709540689349,-1.40721653179392,,Klinik,Klinik
PARK LANE PRACTICE,A89034,4112,54.901430074753,-1.38428214384299,eConsult,eConsult,eConsult
SOUTHLANDS MEDICAL GROUP,A89035,10845,54.8712980154012,-1.36845735350698,eConsult,Patchs,Patchs
CASTLETOWN MEDICAL CENTRE,A89036,2307,54.9142792069985,-1.44955618091705,eConsult,,eConsult
MONKWEARMOUTH HEALTH CENTRE,A89040,4484,54.91313509392,-1.38165454284411,eConsult,eConsult,eConsult
HAPPY HOUSE SURGERY,A89041,8094,54.8850119903991,-1.42278526878616,eConsult,eConsult,eConsult
SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,A89614,4533,54.9042236602581,-1.4496153214408,,Klinik,Klinik
RICKLETON MEDICAL CENTRE,A89616,2955,54.8802822743408,-1.54726079513272,eConsult,eConsult,eConsult
I J HEALTHCARE,A89617,3560,54.8810582079665,-1.5314787466238,eConsult,eConsult,eConsult
CHESTER SURGERY,A89623,3106,54.9010221436158,-1.407071421002,eConsult,eConsult,eConsult
BEACON MEDICAL,B81003,12725,53.556839138514,-0.0368374157747421,Accurx,Accurx,Accurx
"EASTGATE MEDICAL GROUP, HORNSEA",B81004,12432,53.9152773881628,-0.16824951302998,Accurx,Accurx,Accurx
THE CENTRAL SURGERY BARTON,B81005,16895,53.6842745105264,-0.438974278802225,Accurx,Accurx,Accurx
HUMBER PRIMARY CARE,B81006,11529,54.0862021712644,-0.18768353940124,Accurx,,Accurx
WINTERTON MEDICAL PRACTICE,B81007,9956,53.6525106465408,-0.60687592310191,Accurx,Accurx,Accurx
HULL FAMILY PRACTICE,B81008,38024,53.7551074815331,-0.308390508736896,Accurx,Accurx,Accurx
MARKET WEIGHTON GROUP PRACTICE,B81009,8572,53.8644850001003,-0.675222625118444,Accurx,Accurx,Accurx
KINGSTON HEALTH (HULL),B81011,10632,53.74292223832,-0.384926507051466,Accurx,Accurx,Accurx
DR AP KUMAR,B81012,3204,53.5733292038398,-0.0581256085131179,Accurx; SystmConnect,,Unknown
MONTAGUE MEDICAL PRACTICE,B81013,8990,53.7071195611081,-0.871836578545835,Engage GP,eConsult,eConsult
CLEE MEDICAL CENTRE,B81015,17089,53.5662235718974,-0.0414381321886687,Accurx,Accurx,Accurx
PELHAM MEDICAL GROUP,B81016,10123,53.563144008466,-0.0913753714285564,Accurx,Accurx,Accurx
THE QUAYS MEDICAL PRACTICE,B81017,16193,53.7460972029501,-0.341615050696558,SystmConnect,SystmConnect,SystmConnect
ORCHARD 2000 GROUP,B81018,9290,53.7872145955339,-0.373191933944087,Accurx,Accurx,Accurx
THE SUTTON MANOR SURGERY,B81020,8722,53.7850502332182,-0.314760563753814,Klinik,Klinik,Klinik
CAMBRIDGE AVENUE & MESSINGHAM MC,B81022,12706,53.5586984873453,-0.650556193788301,Accurx,Accurx,Accurx
WILLERBY AND SWANLAND SURGERY,B81024,11397,53.7400705028504,-0.433514777213663,Accurx,,Accurx
HOLDERNESS HEALTH,B81025,33586,53.728711283659,0.0349436138186921,Rapid Health; SystmConnect,Rapid Health,Rapid Health
ANCORA MEDICAL PRACTICE,B81026,20271,53.5710320961364,-0.655403831042862,Accurx,Accurx,Accurx
ST ANDREWS SURGERY,B81027,7879,53.7355697134551,-0.360902261578362,Accurx,Accurx,Accurx
THE SNAITH AND RAWCLIFFE MEDICAL GROUP,B81029,11922,53.688736751709,-1.02424465312755,Accurx,,Accurx
SLC MEDICAL GROUP,B81030,24801,53.5363992215686,-0.0946010268034252,Accurx,Accurx,Accurx
WOODFIELD MEDICAL,B81031,21135,53.5642790343172,-0.113853149166383,Accurx,Accurx,Accurx
WILBERFORCE SURGERY,B81032,5880,53.7462207086472,-0.342095467301503,Accurx,Accurx,Accurx
LEVEN & BEEFORD MEDICAL PRACTICE,B81034,11488,53.8905127021369,-0.313670431477437,Accurx,Accurx,Accurx
THE AVENUES MEDICAL CENTRE,B81035,6913,53.7557478258781,-0.37415033760781,Engage GP,,Engage GP
POCKLINGTON GROUP PRACTICE,B81036,19101,53.9260519814492,-0.78327195879222,Accurx,Accurx,Accurx
THE PARK SURGERY,B81037,14610,54.0091609484999,-0.439734796711392,Accurx,Accurx,Accurx
THE OAKS MEDICAL CENTRE,B81038,8140,53.731939320162,-0.395095261068382,Accurx,,Accurx
THE ROXTON PRACTICE,B81039,34786,53.6179215988222,-0.2058993824675,Evergreen Health,askmyGP,askmyGP
DR JAD WEIR & PARTNERS,B81040,16011,53.7561182067461,-0.264648838860922,eConsult,eConsult,eConsult
GILBERDYKE HEALTH CENTRE,B81041,6191,53.7535183729948,-0.731530073099785,SystmConnect,SystmConnect,SystmConnect
MANOR ROAD SURGERY,B81042,13651,53.845412061136,-0.432683958495916,Accurx,Accurx,Accurx
SOUTH AXHOLME PRACTICE,B81043,14956,53.5259044798657,-0.822214434039558,Accurx,Accurx,Accurx
ASHBY TURN PRIMARY CARE PARTNERS,B81045,12339,53.5659664475159,-0.654175314506351,Accurx,Accurx,Accurx
THE BRIDGE GROUP PRACTICE,B81046,8983,53.7878232008965,-0.374322063108077,Accurx,Accurx,Accurx
WOLSELEY MEDICAL CENTRE,B81047,7584,53.7462694553244,-0.356075691352046,Accurx,Accurx,Accurx
MODALITY PARTNERSHIP (HULL),B81048,56025,53.764679110284,-0.35606968516558,Rapid Health,Patchs,Patchs
OLD FIRE STATION SURGERY,B81051,10974,53.8408705431269,-0.43517978286812,Engage GP,,Engage GP
CLIFTON HOUSE MEDICAL CENTRE,B81054,8093,53.7593512643289,-0.349724461286771,Engage GP,Engage GP,Engage GP
THE RIDINGS MEDICAL GROUP,B81061,48736,53.7656343430486,-0.625916368044686,Accurx,Accurx,Accurx
BRIDGE STREET SURGERY,B81063,7366,53.5516841249607,-0.495121217766551,Accurx,Accurx,Accurx
CHURCH LANE MEDICAL CENTRE,B81064,10864,53.5855312734814,-0.659400192536762,Accurx,Accurx,Accurx
BARTHOLOMEW MEDICAL GROUP,B81068,17567,53.7167034027573,-0.872859878105321,Accurx,Accurx,Accurx
DRS REDDY AND NUNN,B81069,30375,54.0846962027353,-0.201053453917666,Accurx,Accurx,Accurx
CITY HEALTH PRACTICE LTD,B81074,11463,53.7574388253403,-0.306066956123422,SystmConnect,SystmConnect,SystmConnect
HASTINGS MEDICAL CENTRE,B81075,4028,53.7498692463692,-0.392834644060694,Accurx,Accurx,Accurx
NORTH BEVERLEY MEDICAL CENTRE,B81082,6736,53.8571438990866,-0.439815339917733,Accurx,Accurx,Accurx
HAXBY GROUP HULL,B81085,38687,53.7602777344779,-0.304041259934744,Klinik,,Klinik
BIRKWOOD MEDICAL CENTRE,B81087,7836,53.557415056494,-0.105206644289603,Engage GP,Engage GP,Engage GP
HOWDEN MEDICAL PRACTICE,B81088,8281,53.7433756501308,-0.87047157768004,SystmConnect,SystmConnect,SystmConnect
THE OSWALD ROAD MEDICAL SURGERY,B81090,4806,53.587838962937,-0.653415113771693,Engage GP,Accurx,Accurx
LITTLEFIELD SURGERY,B81091,5193,53.5642745425996,-0.113853349032652,Accurx,Accurx,Accurx
"THE MEDICAL CENTRE, DRIFFIELD",B81092,12518,54.006516395383,-0.439589571723121,Accurx,Accurx,Accurx
DELTA HEALTHCARE,B81097,2513,53.7638211292668,-0.294021843984213,Accurx,Accurx,Accurx
THE KIRTON LINDSEY AND SCOTTER SURGERY,B81099,10647,53.4738415616825,-0.594427566077138,SystmConnect,SystmConnect,SystmConnect
DR AC MILNER,B81100,4221,53.749262523624,-0.436861488815156,Accurx,,Accurx
GREENGATES MEDICAL GROUP,B81101,23928,53.845194539298,-0.417610817870002,Accurx; SystmConnect,SystmConnect,SystmConnect
CAMPUS HEALTH CENTRE,B81104,7425,53.7685802803553,-0.367903963175707,Accurx,Accurx,Accurx
DR A SINHA,B81108,4443,53.5678289803569,-0.109422616128484,Engage GP,Engage GP,Engage GP
RIVERSIDE SURGERY,B81109,22441,53.5538548791442,-0.495466876795453,SystmConnect,SystmConnect,SystmConnect
JAMES ALEXANDER FAMILY PRACTICE,B81112,21435,53.7874080755106,-0.321360410224776,eConsult,eConsult,eConsult
CEDAR MEDICAL PRACTICE,B81113,10047,53.5717353653895,-0.655592947818125,Accurx,Accurx,Accurx
WEST COMMON LANE TEACHING PRACTICE,B81118,7708,53.5747307552719,-0.682441478288436,Accurx,Accurx,Accurx
GOODHEART SURGERY,B81119,6368,53.7874080755106,-0.321360410224776,Accurx,Accurx,Accurx
STIRLING MEDICAL CENTRE (MATHEWS),B81606,4309,53.57332697766,-0.0581269188327729,Accurx,Accurx,Accurx
DR GT HENDOW'S PRACTICE,B81616,2883,53.7874080755106,-0.321360410224776,eConsult,,eConsult
CHERRY TREE MEDICAL PRACTICE,B81617,16251,53.5918428154404,-0.652310725080294,Accurx; SystmConnect,,Unknown
PARK VIEW SURGERY,B81619,2456,53.7303113651813,-0.435814025104711,Accurx,,Accurx
BARNETBY MEDICAL CENTRE,B81628,2867,53.5741975385939,-0.403234964843633,Engage GP,,Engage GP
DRS RAUT AND THOUFEEQ,B81631,4698,53.8055935608682,-0.326541533187344,Accurx,,Accurx
LAURBEL SURGERY,B81635,3722,53.778508208683,-0.259536365519559,Accurx,Accurx,Accurx
DR OZ QURESHI,B81642,4356,53.5479433627651,-0.0363540840701074,Accurx,Accurx,Accurx
East Park Practice,B81645,2028,53.7460972029501,-0.341615050696558,,,Unknown
WEST TOWN SURGERY,B81647,3090,53.6856027561445,-0.442953189852898,SystmConnect,SystmConnect,SystmConnect
THE KILLINGHOLME SURGERY,B81648,1627,53.6293300575305,-0.259526599545639,SystmConnect,SystmConnect,SystmConnect
KING STREET MEDICAL CENTRE,B81653,7459,53.783845951855,-0.4132185500638,Accurx,,Accurx
GREENLANDS SURGERY,B81655,3259,53.5733269164021,-0.0581231457057424,Accurx,Accurx,Accurx
RAJ MEDICAL CENTRE,B81656,6836,53.5506847317485,-0.113357036604574,Accurx,Accurx,Accurx
CORE CARE FAMILY PRACTICE,B81663,2939,53.5678289803569,-0.109422616128484,Accurx,Accurx,Accurx
HEALING PARTNERSHIP,B81665,2355,53.5779617856493,-0.171385084644325,Engage GP,,Engage GP
DR MITCHELL,B81666,2697,53.7206992050769,-0.503870549167136,,,Unknown
DR P SURESH BABU,B81697,2981,53.5585173280509,-0.0666552915329886,Accurx,,Accurx
MILLFIELD SURGERY,B82002,8068,54.1246698555974,-1.19120999158778,Accurx,Accurx,Accurx
NIDDERDALE GROUP PRACTICE,B82004,11089,54.0868207381018,-1.76067676012096,Accurx,Accurx,Accurx
PRIORY MEDICAL GROUP,B82005,57930,53.9493136135003,-1.12923239321965,Klinik,Klinik,Klinik
TOWNHEAD SURGERY,B82007,9569,54.0705344221949,-2.27690286687443,Patchs; SystmConnect,Patchs,Patchs
NORTH HOUSE SURGERY,B82008,8753,54.1390456010442,-1.52400039924547,Accurx,Accurx,Accurx
RIPON SPA SURGERY,B82010,7662,54.1361612929801,-1.52707416351777,Accurx,Accurx,Accurx
SHERBURN SURGERY,B82011,5818,54.181646310514,-0.53084452737907,Accurx,,Accurx
THE LEEDS ROAD PRACTICE,B82012,15714,53.9797185450421,-1.53475283905565,Accurx,Accurx,Accurx
MOSS HEALTHCARE HARROGATE,B82013,20483,53.9955384567059,-1.54215767547,Accurx,Accurx,Accurx
KINGSWOOD SURGERY,B82014,6787,53.9917690734499,-1.51766684433373,Accurx,Accurx,Accurx
STRAYSIDE HEALTH,B82016,15701,53.9962307311166,-1.53055707517413,eConsult,eConsult,eConsult
WHITBY GROUP PRACTICE,B82017,13297,54.4859193778211,-0.623169670749336,Accurx,,Accurx
ESCRICK SURGERY,B82018,6865,53.8798740849122,-1.04771496115823,Accurx,Accurx,Accurx
TOPCLIFFE SURGERY,B82019,4352,54.1780616937012,-1.38557015498824,Accurx,Accurx,Accurx
DALTON TERRACE SURGERY,B82021,10012,53.9522579300506,-1.09690211267174,SystmConnect,SystmConnect,SystmConnect
GREAT AYTON SURGERY,B82022,5675,54.4897601840791,-1.13268080466596,Accurx,Accurx,Accurx
CATTERICK VILLAGE SURGERY,B82023,6060,54.3777789125699,-1.63275062418211,Accurx,,Accurx
EASTFIELD MEDICAL CENTRE,B82024,8822,54.2388930008763,-0.397551299202381,Accurx,,Accurx
DERWENT PRACTICE,B82025,21048,54.1325827559483,-0.797727687323987,Accurx,Accurx,Accurx
HAXBY GROUP PRACTICE,B82026,31794,54.0193208556452,-1.08191234333874,Klinik,Klinik,Klinik
THE SPA SURGERY,B82027,14024,53.9962307311166,-1.53055707517413,eConsult,eConsult,eConsult
DOCTORS LANE SURGERY,B82029,3226,54.4965531040635,-1.68415116271725,Accurx,Accurx,Accurx
MASHAM & KIRKBY MALZEARD SURGERY,B82030,5865,54.1642074311028,-1.64924543891306,Accurx,,Accurx
SHERBURN GROUP PRACTICE,B82031,11244,53.7980513175414,-1.252936178485,Accurx,Accurx,Accurx
CHURCH LANE SURGERY,B82032,12381,54.0935487310944,-1.39364129174482,Accurx,Accurx,Accurx
PICKERING MEDICAL PRACTICE,B82033,10865,54.2447988172328,-0.780824524534317,Engage GP,Engage GP,Engage GP
